Subject,Country,Age,Gender,City,Education,Question,Response,Condition,Coded_Response
R_25sKrKddRZ6l52F,Spain,25-34 años,Masculino,Madrid,University,Emotional,Una vez bailé tango.,IND_PLUS_TA,PRET
R_25sKrKddRZ6l52F,Spain,25-34 años,Masculino,Madrid,University,Emotional,Anteayer caminé por el parque .,YESTERDAY_PLUS,PRET
R_25sKrKddRZ6l52F,Spain,25-34 años,Masculino,Madrid,University,Emotional,Hace pocos minutos canté ópera.,TODAY,PRET
R_25sKrKddRZ6l52F,Spain,25-34 años,Masculino,Madrid,University,Emotional,He conversado con mi tío.,IND_MINUS_TA,PP
R_25sKrKddRZ6l52F,Spain,25-34 años,Masculino,Madrid,University,Emotional,He escuchado su canción nueva .,IND_MINUS_TA,PP
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Hoy he trabajado en la oficina.,TODAY,PP
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Una vez nadé en la piscina.,IND_PLUS_TA,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Entonces escalé el monte Everest.,IND_PLUS_TA,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Hoy cocinamos pasta con tomate.,TODAY,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,He conducido el autobús.,IND_MINUS_TA,PP
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,He bailado tango.,IND_MINUS_TA,PP
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Hace una hora corrí en la pista.,TODAY,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Siempre he ordenado todo mi cuarto.,IRR,PP
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Un día cociné las hamburguesas.,IND_PLUS_TA,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Hace un mes viajé por el norte.,YESTERDAY_PLUS,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Anteayer conversé con mi tío.,YESTERDAY_PLUS,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Todavía no he aprendido mucho sobre los aviones.,IRR,PP
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,Varias veces investigué la historia de mi familia.,IRR,PRET
R_8jyX4wA18XVgXuN,Spain,35-44 años,Masculino,Madrid,University,Emotional,He pintado un cuadro.,IND_MINUS_TA,PP
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Hace dos días jugué al ajedrez.,YESTERDAY_PLUS,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,En alguna ocasión hablé con Sofía.,IND_PLUS_TA,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Nunca he mirado el paisaje.,IRR,PP
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Varias veces viajé por el norte.,IRR,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Alguna vez leí aquí.,IND_PLUS_TA,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Hace pocas horas investigué la historia de mi familia.,TODAY,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Hace pocos minutos aprendí mucho sobre los aviones.,TODAY,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Hoy lavé todo el piso.,TODAY,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Escribí una carta a Jorge.,IND_MINUS_TA,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Ayer bailé tango.,YESTERDAY_PLUS,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Una vez trabajé en la oficina.,IND_PLUS_TA,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Muchas veces he conversado con mi tío.,IRR,PP
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Todavía no escuché su canción nueva.,IRR,PRET
R_8PqHbbOUztwW6lj,Spain,25-34 años,Masculino,Valencia,University,Emotional,Hace un mes pinté un cuadro.,YESTERDAY_PLUS,PRET
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Hoy he trabajado en la oficina.,TODAY,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Una vez he nadado en la piscina.,IND_PLUS_TA,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Entonces he escalado el monte Everest.,IND_PLUS_TA,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Hoy cocinamos pasta con tomate.,TODAY,PRET
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,He conducido el autobús.,IND_MINUS_TA,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,He bailado tango.,IND_MINUS_TA,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Hace una hora he corrido en la pista.,TODAY,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Siempre he ordenado todo mi cuarto.,IRR,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Un día he cocinado las hamburguesas.,IND_PLUS_TA,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Hace un mes he viajado por el norte.,YESTERDAY_PLUS,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Anteayer he conversado con mi tío.,YESTERDAY_PLUS,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Todavía no he aprendido mucho sobre los aviones.,IRR,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,Varias veces he investigado la historia de mi familia.,IRR,PP
R_5r1Xh1dCbfzFxdR,Mexico,35-44 años,Masculino,Guadalajara,Highschool,Emotional,He pintado un cuadro.,IND_MINUS_TA,PP
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Ordené todo mi cuarto.,IND_MINUS_TA,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Lavé todo el piso.,IND_MINUS_TA,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Nunca he escalado el monte Everest.,IRR,PP
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Hace pocas horas pinté un cuadro.,TODAY,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Hace una hora jugué al ajedrez.,TODAY,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Anteayer hablé con Sofía.,YESTERDAY_PLUS,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,En alguna ocasión he viajado por el norte.,IND_PLUS_TA,PP
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Alguna vez conversé con mi tío.,IND_PLUS_TA,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Hoy he bailado tango.,TODAY,PP
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Ayer corrí en la pista.,YESTERDAY_PLUS,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Hace pocos minutos practiqué el inglés.,TODAY,PRET
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Una vez he mirado el paisaje.,IND_PLUS_TA,PP
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Hace un mes he leído aquí.,YESTERDAY_PLUS,PP
R_8G9ddzwbuPrGouA,Spain,25-34 años,Femenino,Madrid,Gradschool,Llamativo,Hace dos días trabajé en la oficina.,YESTERDAY_PLUS,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Hace dos días jugué al ajedrez.,YESTERDAY_PLUS,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,En alguna ocasión hablé con Sofía.,IND_PLUS_TA,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Nunca miré el paisaje.,IRR,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Varias veces he viajado por el norte.,IRR,PP
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Alguna vez leí aquí.,IND_PLUS_TA,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Hace pocas horas investigué la historia de mi familia.,TODAY,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Hace pocos minutos he aprendido mucho sobre los aviones.,TODAY,PP
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Hoy he lavado todo el piso.,TODAY,PP
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,He escrito una carta a Jorge.,IND_MINUS_TA,PP
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Ayer bailé tango.,YESTERDAY_PLUS,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Una vez trabajé en la oficina.,IND_PLUS_TA,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Muchas veces conversé con mi tío.,IRR,PRET
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Todavía no he escuchado su canción nueva.,IRR,PP
R_8fAWhT00IT6n27f,Spain,55-64 años,Masculino,córdoba,Highschool,Llamativo,Hace un mes pinté un cuadro.,YESTERDAY_PLUS,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Esta mañana conversé con mi tío.,TODAY,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Alguna vez caminé por el parque .,IND_PLUS_TA,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Siempre jugué al ajedrez.,IRR,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Hoy miré el paisaje.,TODAY,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Ayer nadé en la piscina.,YESTERDAY_PLUS,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Un día ordené todo mi cuarto.,IND_PLUS_TA,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Varias veces pinté un cuadro.,IRR,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Todavía no he practicado el inglés.,IRR,PP
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,Anteayer escribí una carta a Jorge.,YESTERDAY_PLUS,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,En alguna ocasión investigué la historia de mi familia.,IND_PLUS_TA,PRET
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,He leído aquí.,IND_MINUS_TA,PP
R_8abaZxC2V52eV1v,Spain,45-54 años,Masculino,Ávila,University,Llamativo,El año pasado escalé el monte Everest.,YESTERDAY_PLUS,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Hace una hora nadé en la piscina.,TODAY,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Ayer lavé todo el piso.,YESTERDAY_PLUS,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Esta mañana cociné las hamburguesas.,TODAY,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,He mirado el paisaje.,IND_MINUS_TA,PP
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Todavía no he hablado con Sofía.,IRR,PP
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,En alguna ocasión he pintado un cuadro.,IND_PLUS_TA,PP
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Hoy escalé el monte Everest.,TODAY,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Varias veces he leído aquí.,IRR,PP
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Un día jugué al ajedrez.,IND_PLUS_TA,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Una vez bailé tango.,IND_PLUS_TA,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Anteayer caminé por el parque .,YESTERDAY_PLUS,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Hace pocos minutos he cantado ópera.,TODAY,PP
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Conversé con mi tío.,IND_MINUS_TA,PRET
R_2YrlX6noms5WGpD,Spain,45-54 años,Masculino,Ciutadella de Menorcva,Technical_Professional,Llamativo,Escuché su canción nueva .,IND_MINUS_TA,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hace dos días cociné las hamburguesas.,YESTERDAY_PLUS,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hace una hora escuché su canción nueva .,TODAY,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Corrí en la pista.,IND_MINUS_TA,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Nunca bailé tango.,IRR,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hace pocas horas viajé por el norte.,TODAY,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Estudié la literatura.,IND_MINUS_TA,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Entonces he aprendido mucho sobre los aviones.,IND_PLUS_TA,PP
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Muchas veces conduje el autobús.,IRR,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hoy cocinamos pasta con tomate.,TODAY,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Trabajé en la oficina.,IND_MINUS_TA,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Una vez lavé todo el piso.,IND_PLUS_TA,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hace un mes canté ópera.,YESTERDAY_PLUS,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hace pocos minutos compré un recuerdo del viaje.,TODAY,PRET
R_1htwU4vJlLsULkt,Mexico,25-34 años,Masculino,Tampico,University,Llamativo,Hablé con Sofía.,IND_MINUS_TA,PRET
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Hace pocas horas he escrito una carta a Jorge.,TODAY,PP
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,El año pasado aprendí mucho sobre los aviones.,YESTERDAY_PLUS,PRET
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Entonces he practicado el inglés.,IND_PLUS_TA,PP
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Muchas veces he corrido en la pista.,IRR,PP
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Siempre he estudiado la literatura.,IRR,PP
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Nunca trabajé en la oficina.,IRR,PRET
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,He comprado un recuerdo del viaje.,IND_MINUS_TA,PP
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Alguna vez conduje el autobús.,IND_PLUS_TA,PRET
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Hace un mes investigué la historia de mi familia.,YESTERDAY_PLUS,PRET
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,He viajado por el norte.,IND_MINUS_TA,PP
R_14f69TCuODxa61a,Mexico,25-34 años,Femenino,Campeche,University,Llamativo,Hace dos días ordené todo mi cuarto.,YESTERDAY_PLUS,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Hoy trabajé en la oficina.,TODAY,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Una vez nadé en la piscina.,IND_PLUS_TA,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Entonces escalé el monte Everest.,IND_PLUS_TA,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Hoy cocinamos pasta con tomate.,TODAY,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Conduje el autobús.,IND_MINUS_TA,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,He bailado tango.,IND_MINUS_TA,PP
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Hace una hora he corrido en la pista.,TODAY,PP
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Siempre ordené todo mi cuarto.,IRR,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Un día cociné las hamburguesas.,IND_PLUS_TA,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Hace un mes viajé por el norte.,YESTERDAY_PLUS,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Anteayer conversé con mi tío.,YESTERDAY_PLUS,PRET
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Todavía no he aprendido mucho sobre los aviones.,IRR,PP
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,Varias veces he investigado la historia de mi familia.,IRR,PP
R_7Gw8xbDyAb5IGWx,Mexico,35-44 años,Masculino,Puebla México,Gradschool,Llamativo,He pintado un cuadro.,IND_MINUS_TA,PP
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Ayer miré el paisaje.,YESTERDAY_PLUS,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Nunca lavé todo el piso.,IRR,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Esta mañana leí aquí.,TODAY,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Hace pocas horas he estudiado la literatura.,TODAY,PP
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Jugué al ajedrez.,IND_MINUS_TA,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Hace dos días escuché su canción nueva.,YESTERDAY_PLUS,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Practiqué el inglés.,IND_MINUS_TA,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Alguna vez escribí una carta a Jorge.,IND_PLUS_TA,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Hace pocos minutos hablé con Sofía.,TODAY,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,En alguna ocasión canté ópera.,IND_PLUS_TA,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,Muchas veces caminé por el parque .,IRR,PRET
R_84Dd9e3sXJct4g9,Spain,18-24 años,Masculino,Teruel,Technical_Professional,Llamativo,El año pasado compré un recuerdo del viaje.,YESTERDAY_PLUS,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Hace dos días cociné las hamburguesas.,YESTERDAY_PLUS,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Hace una hora escuché su canción nueva .,TODAY,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,He corrido en la pista.,IND_MINUS_TA,PP
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Nunca he bailado tango.,IRR,PP
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Hace pocas horas viajé por el norte.,TODAY,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Estudié la literatura.,IND_MINUS_TA,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Entonces he aprendido mucho sobre los aviones.,IND_PLUS_TA,PP
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Muchas veces conduje el autobús.,IRR,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,He trabajado en la oficina.,IND_MINUS_TA,PP
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Una vez lavé todo el piso.,IND_PLUS_TA,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Hace un mes canté ópera.,YESTERDAY_PLUS,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Hace pocos minutos compré un recuerdo del viaje.,TODAY,PRET
R_2phAHrIRUGuSW1y,Spain,25-34 años,Masculino,Huelva,Technical_Professional,Llamativo,Hablé con Sofía.,IND_MINUS_TA,PRET
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,Un día corrí en la pista.,IND_PLUS_TA,PRET
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,He cantado ópera.,IND_MINUS_TA,PP
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,Siempre compré una bolsa.,IRR,PRET
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,He escalado el monte Everest.,IND_MINUS_TA,PP
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,He cocinado las hamburguesas.,IND_MINUS_TA,PP
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,Entonces he estudiado la literatura.,IND_PLUS_TA,PP
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,Hace una hora he ordenado todo mi cuarto.,TODAY,PP
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,Esta mañana he caminado por el parque .,TODAY,PP
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,Anteayer conduje el autobús.,YESTERDAY_PLUS,PRET
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,El año pasado practiqué el inglés.,YESTERDAY_PLUS,PRET
R_2CqgJe3qFkdyKdn,Spain,45-54 años,Masculino,Burgos,University,Llamativo,He nadado en la piscina.,IND_MINUS_TA,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,Hace una hora he nadado en la piscina.,TODAY,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,Ayer he lavado todo el piso.,YESTERDAY_PLUS,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,Esta mañana he cocinado las hamburguesas.,TODAY,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,He mirado el paisaje.,IND_MINUS_TA,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,Todavía no hablé con Sofía.,IRR,PRET
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,En alguna ocasión he pintado un cuadro.,IND_PLUS_TA,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,Hoy he escalado el monte Everest.,TODAY,PP
R_82t7e5YCLkimS9P,Spain,35-44 años,Masculino,Madrid,University,Llamativo,Varias veces leí aquí.,IRR,PRET
